Patient ID,Epoch,Channel Index,Channel Name
P249,epoch_197.npy,17,Fz
P249,epoch_297.npy,10,O2
P249,epoch_152.npy,19,Pz
P249,epoch_444.npy,19,Pz
P249,epoch_15.npy,17,Fz
P249,epoch_48.npy,10,O2
P249,epoch_109.npy,2,Fp2
P249,epoch_397.npy,2,Fp2
P249,epoch_266.npy,12,F8
P249,epoch_141.npy,2,Fp2
P249,epoch_55.npy,2,Fp2
P249,epoch_332.npy,17,Fz
P249,epoch_69.npy,17,Fz
P249,epoch_40.npy,17,Fz
P249,epoch_325.npy,2,Fp2
P249,epoch_328.npy,10,O2
P249,epoch_104.npy,2,Fp2
P249,epoch_215.npy,19,Pz
P249,epoch_217.npy,2,Fp2
P249,epoch_398.npy,1,Fp1
P249,epoch_132.npy,2,Fp2
P249,epoch_27.npy,2,Fp2
P249,epoch_414.npy,17,Fz
P249,epoch_99.npy,10,O2
P249,epoch_102.npy,2,Fp2
